Time_Step,Depth_m,Pump_Status,ROP_m_hr,SPP_psi,Flow_In_gpm,Flow_Out_pct,Pit_Volume_bbl,Total_Gas_pct,Gamma_Ray_API,Resistivity_ohm_m,Scenario_Label,BOP_Closed
0,1500.0,1,15.993428306022466,3069.9677718293,496.6241086251281,97.13828866318391,499.13650639503504,0.9152480635954594,79.42959320883456,2.157037016462075,0,0
1,1500.5,1,14.723471397657631,3046.2316841456386,499.27740664642243,98.70942248383075,499.96879651106093,0.9093171783232292,81.84534583131105,1.6444638075259597,0,0
2,1501.0,1,16.295377076201383,3002.981518496009,496.0379003950002,99.37959169986753,500.0180168720444,0.640871365473997,80.28969908212878,2.142949129977789,0,0
3,1501.5,1,18.04605971281605,2967.653161114721,498.4601923518048,102.83153148601029,500.4726303458434,0.9339819616597126,82.26002090629432,1.953255188429655,0,0
4,1502.0,1,14.531693250553328,3034.9111656806795,490.5319266652311,100.83482968680063,498.6331416367192,1.146565816364349,83.92924844644406,2.141491542172876,0,0
5,1502.5,1,14.531726086101639,3019.6742692710873,501.0664685368647,97.99677764635017,500.59256727384735,0.745153576184641,89.18577243165691,2.155386338470966,0,0
6,1503.0,1,18.158425631014783,3044.7596610013866,500.0060273768111,100.72905443412645,497.2956083683972,1.2096965302101186,83.39420480647149,2.3215830122238317,0,0
7,1503.5,1,16.534869458305817,3031.7585900840986,495.91455684465905,97.67904401659246,499.3701154476362,1.0975549642168676,77.07187146615203,2.2706907295242407,0,0
8,1504.0,1,14.061051228130095,3052.4776357659666,503.296228342162,101.6240365808306,499.5117261575485,0.8531533356057924,90.7003392324758,2.2693143325220593,0,0
9,1504.5,1,16.08512008717193,2973.2382394219717,504.6878506881328,99.29331302227318,500.63332682607125,0.9716940725324306,80.81454933192481,2.288734063833248,0,0
10,1505.0,1,14.073164614375075,3065.8697032817163,491.9622006781551,99.85954571689125,500.02263085267685,1.3196643615282067,84.70639786447686,2.0582757969631893,0,0
11,1505.5,1,14.068540492859487,3009.87998023462,496.18637610716894,101.98869497131328,498.59443694614373,1.1467095627011732,87.23268253470356,2.006437017407368,0,0
12,1506.0,1,15.48392454313207,3103.7630436312634,496.1542882510635,98.06925464712363,499.015006874183,1.0017567309796296,85.9980520920139,2.174563416635667,0,0
13,1506.5,1,11.173439510684403,2965.5406090955216,495.3004844944557,97.90432272233052,500.1986800095474,0.9524633366078031,90.47089773760737,2.1464161902866046,0,0
14,1507.0,1,11.550164334973935,3086.7981901582625,504.1473742096587,99.12460101048099,499.9209326581354,1.015321814090332,87.3950157169638,1.938186752652348,0,0
15,1507.5,1,13.875424941518055,3009.8955391731324,499.03086930613597,101.55756827652897,499.42087589036424,0.8976472884115393,80.69345210151445,2.0809646817616536,0,0
16,1508.0,1,12.974337759331153,2967.429099819278,498.67742579344696,97.72098088678473,499.51916621048804,0.5790500988561971,95.89281086995831,1.9929807066430811,0,0
17,1508.5,1,15.628494665190548,2975.805708297284,489.9806881779662,95.75176660283415,500.6961679971593,1.408435582106946,85.97166731669117,1.829213418307989,0,0
18,1509.0,1,13.183951848957578,2983.982634590284,503.1770901510461,99.3232617123865,499.48230742713076,1.0310649998398802,84.26329886689247,2.25809214827527,0,0
19,1509.5,1,12.175392597329417,3021.208297320096,493.80370802573265,100.82761119986638,499.9119087559709,1.0796294530245074,89.81962711527785,2.0110398485060177,0,0
20,1510.0,1,17.931297537843108,3026.141774401775,500.29966315133163,101.80039262460825,502.16993658808053,0.9884184500246183,86.24725472965036,2.40974165153977,0,0
21,1510.5,1,14.548447399026928,2971.3149998030713,501.386884689791,99.3052579568719,498.57631736311606,0.8529766398550824,86.99614096469664,1.6749015459600334,0,0
22,1511.0,1,15.135056409375848,2998.782270386951,506.80329297919326,99.382860089326,498.14815726842534,0.9628151038102458,97.46091999300343,1.8886442454313268,0,0
23,1511.5,1,12.150503627573087,3107.1135179305934,493.45589800440445,101.73085110138362,500.7835896647986,0.6801210475611377,83.62439285872476,2.0065277673381745,0,0
24,1512.0,1,13.911234550949635,3086.3771585050354,484.9024392208959,97.19538745045686,499.3213569387059,1.455417299610661,83.41119552991302,2.2274762195257827,0,0
25,1512.5,1,15.221845179419732,3021.8161834837015,500.9192477237685,99.41721883722549,499.6817624722574,0.7530976003155208,85.58289256006232,2.079893874520437,0,0
26,1513.0,1,12.698012845155395,3001.90017390841,509.00255590755427,100.28563583488759,499.21884362186887,0.7936067432305641,90.35757967790519,2.06209455083615,0,0
27,1513.5,1,15.751396036691343,3006.001566335913,506.19473176469717,100.67382808192755,499.74019985923246,0.9119481591227199,77.467329849048,1.7745472414891705,0,0
28,1514.0,1,13.79872262016239,3030.6758986365207,501.0482970763731,99.23528996021368,501.5985381120963,1.2576151449704756,75.17222054261748,1.7686117205541056,0,0
29,1514.5,1,14.416612500413446,2948.8603717400797,497.54181907183977,100.05166151755876,500.80212845861814,1.002901799852531,82.06442364689926,2.064500932057981,0,0
30,1515.0,1,13.796586775541206,2987.131173128833,504.0356129831865,96.26750896988051,500.86222351188695,0.7527728407939075,76.83038520470356,1.7271788012363283,0,0
31,1515.5,1,18.704556369017876,2916.5707963061204,495.13226900147765,99.01262738149923,498.58377294420734,1.250867672151468,82.8758432623718,1.8936244499421342,0,0
32,1516.0,1,14.973005550524132,3019.961156130264,502.3817888467811,100.6802630688317,498.8488462634471,1.1462001253570964,87.51249848064646,2.1001834658171714,0,0
33,1516.5,1,12.884578142088198,3032.359796985137,502.5273507958331,98.52655894861797,497.16092134051456,1.1076869914432905,80.54625568223868,1.803535145544645,0,0
34,1517.0,1,16.645089824206377,2975.8406768850314,505.3010495374944,100.0884763323844,499.19061917891725,1.143146848234168,77.86586711609328,2.3210711924723615,0,0
35,1517.5,1,12.558312700057956,3078.6993381645016,513.7983001945554,100.67030875120405,500.95670318638565,1.4788723801164902,85.34668580857674,2.244787268847578,0,0
36,1518.0,1,15.417727190009511,2938.711716849883,501.96207983589386,99.48617619871335,500.5169465157484,1.4370189790072225,89.31271742307585,1.68571600033234,0,0
37,1518.5,1,11.080659752240448,2926.781255989509,497.4551818714625,100.25569565649485,499.7784867370479,0.862656931399341,76.52513280741694,1.8135257513636025,0,0
38,1519.0,1,12.343627902203139,3011.2225909279987,499.87212843904,98.55590115207308,499.97769971628196,1.3247769985622304,89.10116199152992,1.54284455110101,0,0
39,1519.5,1,15.393722471738247,3052.354915130608,491.1546204755544,99.69008308045593,499.3111144574246,1.07663363795178,89.08653101869163,1.8434817274903734,0,0
40,1520.0,1,16.47693315999082,3084.1963845728933,496.52643434455473,100.91532425438383,500.2047588824018,1.0998191632275498,89.77042551078314,2.15327769531448,0,0
41,1520.5,1,15.34273656237994,2977.055786856553,497.95358780943445,100.23545944145265,500.7658782794806,0.6615458336713342,91.09240107435843,1.9172210115450286,0,0
42,1521.0,1,14.76870343522352,3053.934041671565,497.37955801032706,99.12020309565409,498.3841132125895,0.9659228469223609,96.01006962329808,2.0921594487231934,0,0
43,1521.5,1,14.397792608821423,2998.0745765249644,500.7617743601686,100.3363246064362,500.29964768783736,0.837435281932687,83.21953975690472,1.6955331363436512,0,0
44,1522.0,1,12.042956019265144,2991.368635002959,495.887900338089,101.07191468595492,500.9324348709547,1.1656117629786618,85.54785790038929,2.1595950509163813,0,0
45,1522.5,1,13.560311583210582,3044.1829968743336,505.6051533366224,96.92508808213378,499.58489971103666,1.2142161000805611,82.91780783375987,1.88897815441433,0,0
46,1523.0,1,14.078722458080424,3032.6161439206708,500.001035324591,101.73861109743385,500.70070061212056,0.5851027297967377,85.00988422377905,2.002433936456581,0,0
47,1523.5,1,17.11424445243783,2921.1803921507876,499.9534983943069,99.4956178919784,502.8146544444726,0.9955930271991459,92.66436677818156,1.9814250997213894,0,0
48,1524.0,1,15.687236579136922,3073.8270174862946,498.36052641743544,100.63823489986035,499.89565720701313,1.2243723009588505,78.27492758034666,1.7456902958215432,0,0
49,1524.5,1,11.473919689274531,3069.0045677073726,500.7759534192949,101.79587038546784,500.3933070500053,0.962664207537311,80.69475163917213,1.7693831336520436,0,0
50,1525.0,1,15.648167938789591,2968.7218649245237,504.12549132333817,97.9424894541543,499.2619429163386,1.145812729000473,91.8859046825228,2.1935588938006854,0,0
51,1525.5,1,14.229835439167367,3019.7901766718705,495.6643489214455,98.93583849635868,500.18125116260205,1.0702330935254167,90.10018253451045,2.0797984315003393,0,0
52,1526.0,1,13.646155999388082,3024.7015093141367,496.7094175546237,99.56717695618644,500.4602716249823,1.0683320463905253,83.18434176591461,2.2100098083106854,0,0
53,1526.5,1,16.223352577681737,3013.033688291195,498.48136985611666,98.82436971831336,500.19484234027016,0.9457370043863405,89.2720100056036,2.0649316471005035,0,0
54,1527.0,1,17.0619990449919,2972.484742307729,493.2706453826339,102.60240486375521,498.98030468029117,0.7566838391728581,86.70607921246017,2.0285981269618434,0,0
