Time_Step,Depth_m,Pump_Status,ROP_m_hr,SPP_psi,Flow_In_gpm,Flow_Out_pct,Pit_Volume_bbl,Total_Gas_pct,Gamma_Ray_API,Resistivity_ohm_m,Scenario_Label,BOP_Closed
0,1500.0,1,13.498770565488254,2986.208913019691,500.800938787829,98.8989180021267,502.1380604297416,1.10978977019861,85.05709052945839,1.9770892125770478,0,0
1,1500.5,1,17.63271464942364,3085.9825977311466,503.2241523897232,101.66509572928125,500.60337658688235,1.0045793521473376,80.87464280449555,2.0711595421972135,0,0
2,1501.0,1,17.492280057286862,2968.804361185244,508.7509003760995,97.83012445859374,500.34783994346725,0.8320753485879608,79.61272549297752,2.0463004967722624,0,0
3,1501.5,1,11.790168517482812,3048.195372136316,490.9183471575707,99.48162192369058,499.20468430324854,1.1111189128580243,70.81705934037045,2.4274079671799362,0,0
4,1502.0,1,12.06371264204019,2993.865056502603,501.59041679249026,99.91624444940128,498.6399967460749,0.6279195549422119,91.65344796372997,2.305063808770125,0,0
5,1502.5,1,11.569859084053263,3010.0668413500193,499.6515885599786,99.27476648879757,499.20889803416236,0.6991039062330364,84.16147130497289,1.7662108535255059,0,0
6,1503.0,1,18.71756738302511,2975.7907857290816,498.82767517104384,102.18507856066721,499.4050827754021,1.143509612564232,89.2911620385224,1.6912947747792495,0,0
7,1503.5,1,15.175175952531607,3015.184119558261,482.4237736526069,100.19454334795087,500.6272442006722,0.9281763912614875,95.84491570839207,2.3105555853108757,0,0
8,1504.0,1,14.895355607150531,2984.9742992002202,497.8546064284729,98.40055415798466,501.69810362766975,0.7322049215445263,92.85201010581035,1.966302449908004,0,0
9,1504.5,1,16.1109432733093,3077.7524427191806,497.63615080055644,100.31722061883441,498.6024012259285,0.9784834582844992,84.84157458490246,2.151678722167215,0,0
10,1505.0,1,13.073192611700874,2950.53025133891,511.2751077568801,98.54189651336192,500.08674158152695,1.0987062277732687,84.63945615982858,2.0200777568699424,0,0
11,1505.5,1,14.639357069039557,2980.6818240669954,505.0601235381959,100.79394037580045,499.8194759190498,1.2312437685904938,80.64327534770094,1.7067451731252452,0,0
12,1506.0,1,12.633181687780912,2898.50537328486,499.14867677438997,97.65259887740238,498.3982855786885,1.1460344911738414,90.22006364875703,1.640089277721371,0,0
13,1506.5,1,16.21089184138773,3060.19004122957,502.7374013960591,100.28775595021301,499.20832410322896,1.022180904919593,89.9989958936629,2.411343707468714,0,0
14,1507.0,1,13.09669889315603,3027.438719714691,503.1203182846207,98.99106993096288,500.09367677856466,1.0214768244107832,77.03173608974693,1.794616733299776,0,0
15,1507.5,1,15.721712119557509,3028.6088781784288,492.2125668610279,99.62978086933781,498.2694180400043,0.9090772216387409,75.52820052416878,1.8145761663154867,0,0
16,1508.0,1,17.121220512201756,2970.552538635824,489.91940866379616,100.01925982522383,500.3259834318431,1.2801481789512847,87.09629202055395,1.9578116831487014,0,0
17,1508.5,1,14.765695643174707,3024.813145472899,502.2216590554798,103.17662677206657,501.39703046304993,1.1055897938033352,76.48539770978263,1.886866673188569,0,0
18,1509.0,1,16.651329701082624,3050.7985570362926,498.58616719093544,98.0412664869788,499.5104393601226,0.9892608321641935,79.02896046133037,2.039812780124299,0,0
19,1509.5,1,12.58037289637155,2967.5979598254185,503.90077629198566,100.75225563592231,499.34057741622314,0.9069385364068581,86.61055272211134,1.6488843205872004,0,0
20,1510.0,1,12.618992767394538,3085.6636679969965,497.8336948979205,100.22939133616121,499.55970347812075,0.7318232967482269,92.24549961657915,2.023573327586934,0,0
21,1510.5,1,15.439743642062759,2978.340472798253,504.96176939909066,99.65091659555388,498.5587295896444,1.1030099279557224,86.54241158788524,2.260029840996404,0,0
22,1511.0,1,14.57416173975145,2954.6602711499404,494.346919116864,101.43989116446072,500.3923947822959,0.7217082343573652,88.32914904360834,2.063000807129598,0,0
23,1511.5,1,12.177001713189622,3057.7683089447196,510.45122785543697,100.46171553425604,499.18885267181827,1.2662238495693807,85.5050022030722,2.246727391209318,0,0
24,1512.0,1,14.034037968915442,2991.8730453466515,499.4391568982218,100.62004926235596,499.75923271899893,1.1513514323367502,82.83208005085282,1.9891447112853173,0,0
25,1512.5,1,17.40352416476441,2991.8925179555877,505.2896542454211,99.03998085495397,500.0537185008727,0.8350849291536865,91.11379957002387,1.931873428902846,0,0
26,1513.0,1,13.588393934996297,3032.894748311222,503.68416200860355,100.37977375396828,499.21707946506126,1.0065454115041266,81.10324576344394,2.1022166721282587,0,0
27,1513.5,1,15.050362709437108,3036.226727776498,500.11541014941605,100.12871873158325,498.58391344825634,0.891434091370445,80.05580260645166,2.2011999568322773,0,0
28,1514.0,1,14.217743690392542,2951.582351807071,495.65958453349907,96.6180440053708,500.1306732949271,1.1361558380548207,91.0744619041722,2.120849011366306,0,0
29,1514.5,1,15.386278247038076,3003.6728192453143,487.59885070618355,97.83957623716861,500.91969510374787,0.8663653380091467,88.03199770869092,2.1019349452768084,0,0
30,1515.0,1,15.698581863889721,3018.7340789958293,498.29643332797,101.01204487090763,501.2744444072598,1.0962407408391044,81.20943461622748,1.9550864028274693,0,0
31,1515.5,1,16.182376764251014,3018.475801417269,495.77049175898514,101.76412029070148,498.3237642828079,0.7621932810232606,89.62141108619132,2.0438637867348235,0,0
32,1516.0,1,16.04081973938072,3080.6912316435137,496.6438490341697,101.7815819883552,498.3170514320532,0.7724265518355381,75.75564766285646,1.8632091209417707,0,0
33,1516.5,1,16.65044477823786,2970.587872173022,502.4181889487676,99.89831719136569,500.78703018397675,1.2529523234191358,88.52211078375625,2.035424676556928,0,0
34,1517.0,1,15.852407014391147,2962.937612722817,494.5274341112031,101.40849798971752,500.2637941186038,0.9934447798305795,80.10489661558137,2.212019829753407,0,0
35,1517.5,1,15.391280051639686,2930.113557597596,499.0658052445863,97.86345065798886,499.8929377254435,0.9941448674261073,90.71216813215317,1.9417791414606953,0,0
36,1518.0,1,13.971775643563378,3039.3490019288683,501.6685663985645,97.2275351094704,499.7001722212303,0.7121566826007084,84.63614823096704,2.1350377029589183,0,0
37,1518.5,1,8.85262236948047,2947.723690749732,500.15063682914916,101.20734413291784,500.3958419281259,0.6671350096070221,88.41502070151212,1.8503765665739473,0,0
38,1519.0,1,14.209681859314891,2974.256334017124,497.17012287470584,99.8092174458332,499.4060437864417,0.9251548068386491,83.98276090612983,2.0324757330050574,0,0
39,1519.5,1,13.409201632075844,2932.5779895430746,504.7681126609578,101.96268983058083,501.0282241897769,0.6490054257681745,76.41155218139481,2.010033529210214,0,0
40,1520.0,1,13.593596976673904,2927.983411763045,497.21808734471256,100.56299376556173,500.15631448898876,0.8685081815916744,87.45489293411292,2.0843933674447155,0,0
41,1520.5,1,11.525214645923352,2996.499260330889,501.0214214442642,98.65809547201405,500.0583512444032,0.978597964159387,96.45872268428577,2.073539204449349,0,0
42,1521.0,1,16.501616515974245,3035.8073635197247,500.83659007365463,98.95530078460476,498.2271941251677,0.9096074926488693,95.66574857954488,2.0044239450247123,0,0
43,1521.5,1,11.272093711092694,2924.3552363414597,502.3586279322583,101.3203636056373,500.5544799656657,0.8168491352702202,77.47848253936044,1.8666390586912416,0,0
44,1522.0,1,15.837021968774774,3012.003560372093,500.1039754876331,100.90595361558498,499.00209769246123,0.8108377900653138,85.43306370962723,2.1513159552252707,0,0
45,1522.5,1,14.52933232567919,2994.4977126448975,499.95728224698223,99.45276013091315,500.0827809575055,1.0426933624335233,85.28435230539347,2.1231987685465263,0,0
46,1523.0,1,15.864214348376297,2949.6396511487874,493.29091463615936,101.40406189627684,500.94179925662047,0.9504729969860581,91.70866806723681,1.8040916593899532,0,0
